stage,iteration,determinant,gaussian_entropy,gap,sigma,target_entropy
1,0,1111.1111111111104,6.344434963729327,0.4555570053964466,4.0,5.8888779583328805
1,1,1111.104960385599,6.344432195895186,0.4555542375623052,4.0,5.8888779583328805
1,2,1111.043467864625,6.34440452334181,0.4555265650089293,4.0,5.8888779583328805
1,3,1110.4300099590505,6.34412837423299,0.4552504159001094,4.0,5.8888779583328805
1,4,1104.440978043358,6.341424358267816,0.45254639993493573,4.0,5.8888779583328805
1,5,1057.8485816015796,6.319873308707895,0.4309953503750146,4.0,5.8888779583328805
1,6,1037.048074113074,6.309943849404909,0.4210658910720282,4.0,5.8888779583328805
1,7,1027.660823321297,6.305397292994371,0.4165193346614906,4.0,5.8888779583328805
1,8,1023.1869634577507,6.303215821024999,0.41433786269211836,4.0,5.8888779583328805
1,9,1020.802725682966,6.302049357774811,0.4131713994419304,4.0,5.8888779583328805
1,10,1018.9672013907799,6.301149489234115,0.4122715309012346,4.0,5.8888779583328805
1,11,1017.8746708595812,6.300613104622791,0.41173514628991015,4.0,5.8888779583328805
1,12,1015.8315167418765,6.299608458613669,0.4107305002807884,4.0,5.8888779583328805
1,13,1013.7218899183835,6.298569004526695,0.4096910461938146,4.0,5.8888779583328805
1,14,1012.8540962561268,6.298140797678683,0.40926283934580265,4.0,5.8888779583328805
1,15,1012.4079872203326,6.297920525425206,0.40904256709232545,4.0,5.8888779583328805
1,16,1011.3068311819695,6.297376399278071,0.4084984409451904,4.0,5.8888779583328805
1,17,1010.4554100986547,6.296955271058213,0.4080773127253323,4.0,5.8888779583328805
1,18,1010.0819575709761,6.296770442735853,0.4078924844029723,4.0,5.8888779583328805
1,19,1009.9429745858774,6.296701640126981,0.4078236817941008,4.0,5.8888779583328805
1,20,1009.0221153948513,6.296245535531884,0.4073675771990031,4.0,5.8888779583328805
1,21,1008.6503403618253,6.296061276170969,0.40718331783808814,4.0,5.8888779583328805
1,22,1008.4618653216033,6.295967838116189,0.40708987978330846,4.0,5.8888779583328805
1,23,1007.9497600545615,6.295713869496089,0.40683591116320805,4.0,5.8888779583328805
1,24,1007.5499706016517,6.29551551201081,0.4066375536779292,4.0,5.8888779583328805
1,25,1007.3608338742233,6.295421643474514,0.4065436851416333,4.0,5.8888779583328805
1,26,1007.0196392131279,6.295252264020673,0.40637430568779287,4.0,5.8888779583328805
1,27,1006.5767526625478,6.29503231599161,0.4061543576587292,4.0,5.8888779583328805
1,28,1006.3767613835175,6.294932963831566,0.40605500549868534,4.0,5.8888779583328805
1,29,1006.1537119975466,6.2948221335162815,0.405944175183401,4.0,5.8888779583328805
1,30,1005.6570365628465,6.294575253711535,0.40569729537865484,4.0,5.8888779583328805
1,31,1005.440762493958,6.29446771340702,0.4055897550741392,4.0,5.8888779583328805
1,32,1005.3251826871204,6.294410232919426,0.4055322745865455,4.0,5.8888779583328805
1,33,1004.7645921382933,6.294131344597928,0.4052533862650476,4.0,5.8888779583328805
1,34,1004.5280305352683,6.294013610823639,0.4051356524907588,4.0,5.8888779583328805
1,35,1004.5249176591805,6.294012061399026,0.4051341030661453,4.0,5.8888779583328805
1,36,1003.8900816765943,6.2936959733375755,0.40481801500469494,4.0,5.8888779583328805
1,37,1003.6295610373891,6.29356620093828,0.40468824260539904,4.0,5.8888779583328805
1,38,1003.4929889852938,6.293498157234469,0.40462019890158807,4.0,5.8888779583328805
1,39,1003.0307442434695,6.293267786298732,0.40438982796585154,4.0,5.8888779583328805
1,40,1002.742270268857,6.2931239644532315,0.404246006120351,4.0,5.8888779583328805
1,41,1002.5969291350929,6.29305148737102,0.40417352903813963,4.0,5.8888779583328805
1,42,1002.1860287568325,6.29284652733662,0.4039685690037391,4.0,5.8888779583328805
1,43,1001.8651740968937,6.292686424310198,0.4038084659773178,4.0,5.8888779583328805
1,44,1001.709600558538,6.292608776327883,0.40373081799500277,4.0,5.8888779583328805
1,45,1001.3562861119639,6.292432389493786,0.40355443116090584,4.0,5.8888779583328805
1,46,1000.9981249367635,6.292253519471055,0.40337556113817463,4.0,5.8888779583328805
1,47,1000.8306705060774,6.29216986874555,0.4032919104126691,4.0,5.8888779583328805
1,48,1000.5428837258836,6.292026074109327,0.40314811577644605,4.0,5.8888779583328805
1,49,1000.1414207572959,6.291825411279575,0.40294745294669454,4.0,5.8888779583328805
1,50,999.9601027019481,6.291734756853429,0.40285679852054823,4.0,5.8888779583328805
1,51,999.746687944998,6.291628033828454,0.4027500754955735,4.0,5.8888779583328805
1,52,999.2952461432886,6.291402204744188,0.4025242464113079,4.0,5.8888779583328805
1,53,999.0978734471901,6.291303439043483,0.4024254807106029,4.0,5.8888779583328805
1,54,998.9694669938712,6.291239173715235,0.4023612153823546,4.0,5.8888779583328805
1,55,998.4601563973351,6.290984190710272,0.40210623237739185,4.0,5.8888779583328805
1,56,998.2441252051481,6.290875996825469,0.4019980384925885,4.0,5.8888779583328805
1,57,998.2128507661712,6.2908603318552965,0.40198237352241595,4.0,5.8888779583328805
1,58,997.6366165790946,6.29057161559061,0.4016936572577299,4.0,5.8888779583328805
1,59,997.3989702934214,6.290452496769692,0.4015745384368117,4.0,5.8888779583328805
1,60,997.2730707362018,6.290389378846146,0.40151142051326527,4.0,5.8888779583328805
1,61,996.825199134715,6.290164780281579,0.40128682194869825,4.0,5.8888779583328805
1,62,996.5624789784564,6.290032984464506,0.4011550261316259,4.0,5.8888779583328805
1,63,996.4287124237279,6.289965865976725,0.40108790764384405,4.0,5.8888779583328805
1,64,996.026407229915,6.289763951667433,0.4008859933345521,4.0,5.8888779583328805
1,65,995.7348106015439,6.289617550267584,0.40073959193470365,4.0,5.8888779583328805
1,66,995.5919658510621,6.289545816812073,0.40066785847919206,4.0,5.8888779583328805
1,67,995.241475579644,6.289369764778916,0.4004918064460359,4.0,5.8888779583328805
1,68,994.9163722309972,6.289206409218002,0.40032845088512126,4.0,5.8888779583328805
1,69,994.7628943719434,6.289129272233195,0.40025131390031454,4.0,5.8888779583328805
1,70,994.471124392521,6.2889825976947735,0.400104639361893,4.0,5.8888779583328805
1,71,994.1073516422863,6.288799666641925,0.3999217083090443,4.0,5.8888779583328805
1,72,993.941533101867,6.288716258964138,0.3998383006312576,4.0,5.8888779583328805
1,73,993.7166346876036,6.288603111533223,0.3997251532003423,4.0,5.8888779583328805
1,74,993.3080720280932,6.28839749624123,0.3995195379083496,4.0,5.8888779583328805
1,75,993.1279369773366,6.288306813707067,0.39942885537418604,4.0,5.8888779583328805
1,76,992.97866188369,6.2882316540484595,0.399353695715579,4.0,5.8888779583328805
1,77,992.518786123794,6.288000036642664,0.39912207830978375,4.0,5.8888779583328805
1,78,992.3221365273781,6.287900960895679,0.39902300256279855,4.0,5.8888779583328805
1,79,992.259326958686,6.28786931212244,0.3989913537895591,4.0,5.8888779583328805
1,80,991.7400622523762,6.287607585873435,0.3987296275405541,4.0,5.8888779583328805
1,81,991.5243052401522,6.287498797041945,0.3986208387090642,4.0,5.8888779583328805
1,82,991.4084356127838,6.287440363578664,0.3985624052457837,4.0,5.8888779583328805
1,83,990.9723996321806,6.287220407866885,0.3983424495340042,4.0,5.8888779583328805
1,84,990.7344593097398,6.287100339491226,0.3982223811583454,4.0,5.8888779583328805
1,85,990.6116793561301,6.287038371543591,0.39816041321071083,4.0,5.8888779583328805
1,86,990.2163345167477,6.286838785894629,0.39796082756174833,4.0,5.8888779583328805
1,87,989.9527965910113,6.286705697299745,0.3978277389668641,4.0,5.8888779583328805
1,88,989.8219784979775,6.286639620039407,0.39776166170652605,4.0,5.8888779583328805
1,89,989.4725530420635,6.286463079633734,0.3975851213008532,4.0,5.8888779583328805
1,90,989.1794581671693,6.286314951071775,0.39743699273889455,4.0,5.8888779583328805
1,91,989.0392899615655,6.286244095305206,0.3973661369723258,4.0,5.8888779583328805
1,92,988.7420202320691,6.286093790653118,0.3972158323202377,4.0,5.8888779583328805
