round,determinant,gaussian_entropy,gap,sigma,target_entropy
0,722.354505524791,6.129135078045023,0.24025711971214214,3.6,5.8888779583328805
1,689.7700156292752,6.106056182083718,0.21717822375083706,3.6,5.8888779583328805
2,689.7571766508007,6.106046875287485,0.21716891695460472,3.6,5.8888779583328805
3,689.7571766315826,6.106046875273554,0.21716891694067364,3.6,5.8888779583328805
4,689.7571766315826,6.106046875273554,0.21716891694067364,3.6,5.8888779583328805
5,689.7571766315826,6.106046875273554,0.21716891694067364,3.6,5.8888779583328805
