stage,iteration,determinant,gaussian_entropy,gap,sigma,target_entropy
1,0,1111.1111111111104,6.344434963729327,0.4555570053964466,4.5,5.8888779583328805
1,1,1111.1065629647605,6.34443291705928,0.45555495872639984,4.5,5.8888779583328805
1,2,1111.0610870749872,6.344412452406319,0.45553449407343827,4.5,5.8888779583328805
1,3,1110.606882465529,6.3442080093383115,0.455330051005431,4.5,5.8888779583328805
1,4,1106.1200519717963,6.342183927548443,0.4533059692155623,4.5,5.8888779583328805
1,5,1066.4937426953654,6.323942901786524,0.43506494345364377,4.5,5.8888779583328805
1,6,1009.109466971709,6.296288818922162,0.4074108605892812,4.5,5.8888779583328805
1,7,989.6303898644038,6.286542831332977,0.3976648730000969,4.5,5.8888779583328805
1,8,980.2666161006997,6.281789362364029,0.39291140403114877,4.5,5.8888779583328805
1,9,978.8348632430733,6.281058541052514,0.3921805827196332,4.5,5.8888779583328805
1,10,977.802618293012,6.280530980349232,0.3916530220163512,4.5,5.8888779583328805
1,11,977.2429653461584,6.280244719523999,0.3913667611911187,4.5,5.8888779583328805
1,12,976.8035868870508,6.280019863843867,0.3911419055109864,4.5,5.8888779583328805
1,13,975.7644888773267,6.279487693866946,0.3906097355340652,4.5,5.8888779583328805
1,14,975.2369122966845,6.279217280635471,0.39033932230259083,4.5,5.8888779583328805
1,15,974.9355550278416,6.279062752112333,0.3901847937794525,4.5,5.8888779583328805
1,16,974.4031541589619,6.278789633397967,0.38991167506508617,4.5,5.8888779583328805
1,17,973.8811049197012,6.278521680069636,0.3896437217367552,4.5,5.8888779583328805
1,18,973.603710764142,6.278379242934721,0.38950128460184086,4.5,5.8888779583328805
1,19,973.4761694431746,6.278313739037092,0.38943578070421125,4.5,5.8888779583328805
1,20,972.9415013674354,6.278039045636387,0.3891610873035063,4.5,5.8888779583328805
1,21,972.6723261719296,6.277900695880946,0.38902273754806505,4.5,5.8888779583328805
1,22,972.5200905102362,6.277822433360129,0.38894447502724816,4.5,5.8888779583328805
1,23,972.2683978530603,6.2776930143204295,0.38881505598754895,4.5,5.8888779583328805
1,24,971.9967212510315,6.277553282037457,0.38867532370457614,4.5,5.8888779583328805
1,25,971.8518471089045,6.277478752496034,0.3886007941631533,4.5,5.8888779583328805
1,26,971.7665113105417,6.277434846860935,0.38855688852805415,4.5,5.8888779583328805
1,27,971.4848535281448,6.2772899053523545,0.388411947019474,4.5,5.8888779583328805
1,28,971.3409977506379,6.277215860744766,0.3883379024118856,4.5,5.8888779583328805
1,29,971.2576910196041,6.277172976575449,0.3882950182425686,4.5,5.8888779583328805
1,30,971.0781175387917,6.277080524240208,0.3882025659073278,4.5,5.8888779583328805
1,31,970.9308501337307,6.277004691734903,0.3881267334020224,4.5,5.8888779583328805
1,32,970.8493708637211,6.27696273061635,0.38808477228346927,4.5,5.8888779583328805
1,33,970.7390172110606,6.27690589382568,0.3880279354927998,4.5,5.8888779583328805
1,34,970.5852275895511,6.276826674899608,0.38794871656672747,4.5,5.8888779583328805
1,35,970.5030267063601,6.276784327065573,0.38790636873269246,4.5,5.8888779583328805
1,36,970.4439338364581,6.276753881684467,0.3878759233515865,4.5,5.8888779583328805
1,37,970.2812187223449,6.2766700392535695,0.38779208092068895,4.5,5.8888779583328805
1,38,970.1964848621277,6.2766263727583995,0.387748414425519,4.5,5.8888779583328805
1,39,970.1778939883166,6.276616791682699,0.3877388333498182,4.5,5.8888779583328805
1,40,970.004247824984,6.276527291753773,0.38764933342089236,4.5,5.8888779583328805
1,41,969.9156064888035,6.276481598455647,0.3876036401227667,4.5,5.8888779583328805
1,42,969.8641441872818,6.276455068484131,0.3875771101512502,4.5,5.8888779583328805
1,43,969.7449665030819,6.276393624307728,0.3875156659748473,4.5,5.8888779583328805
1,44,969.6513665050197,6.276345361868255,0.3874674035353749,4.5,5.8888779583328805
1,45,969.5982866188679,6.276317990515588,0.38744003218270784,4.5,5.8888779583328805
1,46,969.4976231493883,6.276266077936606,0.38738811960372566,4.5,5.8888779583328805
1,47,969.3981176575852,6.276214757233901,0.38733679890102035,4.5,5.8888779583328805
1,48,969.3428168450437,6.276186233148206,0.38730827481532515,4.5,5.8888779583328805
1,49,969.2584273440084,6.276142702019078,0.3872647436861971,4.5,5.8888779583328805
1,50,969.1522070639846,6.276087904403833,0.3872099460709526,4.5,5.8888779583328805
1,51,969.0942056364837,6.276057979711524,0.3871800213786436,4.5,5.8888779583328805
1,52,969.0251159133791,6.276022331894403,0.3871443735615223,4.5,5.8888779583328805
1,53,968.9113522153419,6.275963628371332,0.3870856700384513,4.5,5.8888779583328805
1,54,968.850225336626,6.275932083273398,0.3870541249405175,4.5,5.8888779583328805
1,55,968.7961794355231,6.275904190722423,0.3870262323895428,4.5,5.8888779583328805
1,56,968.6741044517556,6.275841183312738,0.3869632249798576,4.5,5.8888779583328805
1,57,968.6094564375899,6.275807812867908,0.38692985453502704,4.5,5.8888779583328805
1,58,968.5707954804016,6.275787855531901,0.38690989719902014,4.5,5.8888779583328805
1,59,968.4395755813113,6.275720112012686,0.38684215367980546,4.5,5.8888779583328805
1,60,968.3710204983988,6.275684716149467,0.38680675781658636,4.5,5.8888779583328805
1,61,968.3485333409834,6.275673105197653,0.3867951468647721,4.5,5.8888779583328805
1,62,968.2072453371843,6.275600146801305,0.38672218846842465,4.5,5.8888779583328805
1,63,968.1343551497407,6.2755625035530995,0.386684545220219,4.5,5.8888779583328805
1,64,968.128973697777,6.27555972425553,0.38668176592264913,4.5,5.8888779583328805
1,65,967.9767288340543,6.275481089672802,0.3866031313399212,4.5,5.8888779583328805
1,66,967.8991057787557,6.275440992547794,0.38656303421491334,4.5,5.8888779583328805
1,67,967.8540425873465,6.275417713137681,0.38653975480480085,4.5,5.8888779583328805
1,68,967.7478728077252,6.2753628620968325,0.38648490376395195,4.5,5.8888779583328805
1,69,967.6650444124069,6.275320065857006,0.38644210752412533,4.5,5.8888779583328805
1,70,967.6177501570783,6.275295627952907,0.38641766962002677,4.5,5.8888779583328805
1,71,967.5207020719643,6.275245477492053,0.38636751915917245,4.5,5.8888779583328805
1,72,967.4321190882806,6.2751996970560775,0.386321738723197,4.5,5.8888779583328805
1,73,967.3823457657571,6.275173971942151,0.3862960136092708,4.5,5.8888779583328805
1,74,967.2949376282489,6.275128792243026,0.3862508339101458,4.5,5.8888779583328805
1,75,967.2001505893023,6.2750797939076985,0.386201835574818,4.5,5.8888779583328805
1,76,967.1476975353202,6.275052677247142,0.3861747189142619,4.5,5.8888779583328805
1,77,967.0707758723407,6.275012908387483,0.3861349500546023,4.5,5.8888779583328805
1,78,966.9691821548347,6.274960379112078,0.3860824207791973,4.5,5.8888779583328805
1,79,966.913783315508,6.274931732683969,0.38605377435108856,4.5,5.8888779583328805
1,80,966.8482769584779,6.274897857597472,0.3860198992645918,4.5,5.8888779583328805
1,81,966.7392091869634,6.274841450648001,0.3859634923151205,4.5,5.8888779583328805
1,82,966.6805725303082,6.27481112269893,0.3859331643660493,4.5,5.8888779583328805
1,83,966.6274746795469,6.274783657934144,0.3859056996012633,4.5,5.8888779583328805
1,84,966.5102234197714,6.274723004593187,0.38584504626030647,4.5,5.8888779583328805
1,85,966.4480393759177,6.274690834191439,0.3858128758585586,4.5,5.8888779583328805
1,86,966.4084171131753,6.274670334861231,0.3857923765283502,4.5,5.8888779583328805
1,87,966.2822188549758,6.27460503819345,0.38572707986056987,4.5,5.8888779583328805
1,88,966.2161551160059,6.274570852530019,0.38569289419713826,4.5,5.8888779583328805
1,89,966.1911193839114,6.2745578968076785,0.385679938474798,4.5,5.8888779583328805
1,90,966.055201429414,6.274487554867701,0.3856095965348203,4.5,5.8888779583328805
1,91,965.9849038583754,6.274451169716649,0.3855732113837682,4.5,5.8888779583328805
1,92,965.9757583153726,6.274446435902352,0.3855684775694712,4.5,5.8888779583328805
1,93,965.8291850665997,6.274370562171127,0.38549260383824624,4.5,5.8888779583328805
1,94,965.7542590135353,6.27433177220669,0.3854538138738093,4.5,5.8888779583328805
1,95,965.7105798620903,6.274309157686056,0.3854311993531754,4.5,5.8888779583328805
1,96,965.6042010474571,6.274254076652248,0.3853761183193676,4.5,5.8888779583328805
1,97,965.524191112588,6.274212644950845,0.38533468661796455,4.5,5.8888779583328805
1,98,965.4783069678745,6.274188883125178,0.38531092479229745,4.5,5.8888779583328805
1,99,965.3802124518005,6.274138079549892,0.38526012121701125,4.5,5.8888779583328805
1,100,965.2946505524593,6.274093762455887,0.38521580412300604,4.5,5.8888779583328805
1,101,965.246346277112,6.2740687413475875,0.385190783014707,4.5,5.8888779583328805
1,102,965.1571862322992,6.27402255409017,0.3851445957572892,4.5,5.8888779583328805
1,103,965.0655462859477,6.273975077731677,0.38509711939879665,4.5,5.8888779583328805
1,104,965.0145899457996,6.273948676579101,0.3850707182462205,4.5,5.8888779583328805
1,105,964.9350594944979,6.273907468016292,0.3850295096834113,4.5,5.8888779583328805
1,106,964.83679177102,6.273856546077775,0.3849785877448948,4.5,5.8888779583328805
1,107,964.7829349093146,6.27382863546877,0.3849506771358895,4.5,5.8888779583328805
1,108,964.7137683314083,6.273792788515614,0.3849148301827334,4.5,5.8888779583328805
1,109,964.6082415370892,6.273738092205779,0.3848601338728983,4.5,5.8888779583328805
