stage,iteration,determinant,gaussian_entropy,gap,sigma,target_entropy
1,0,1111.1111111111104,6.344434963729327,0.4555570053964466,5.0,5.8888779583328805
1,1,1111.1082169609972,6.34443366136008,0.4555557030271995,5.0,5.8888779583328805
1,2,1111.0792771143394,6.344420638225562,0.45554267989268116,5.0,5.8888779583328805
1,3,1110.790055806776,6.344290467965362,0.45541250963248103,5.0,5.8888779583328805
1,4,1107.915538782384,6.342994884342311,0.4541169260094309,5.0,5.8888779583328805
1,5,1080.8876859641678,6.330646023392292,0.4417680650594118,5.0,5.8888779583328805
1,6,943.4099003145201,6.2626274989526,0.37374954061971977,5.0,5.8888779583328805
1,7,936.3827887548781,6.258889244019466,0.37001128568658537,5.0,5.8888779583328805
1,8,936.314060953852,6.25885254411202,0.3699745857791399,5.0,5.8888779583328805
1,9,936.2553924678456,6.258821213639381,0.3699432553065005,5.0,5.8888779583328805
1,10,936.2160201174196,6.25880018669597,0.3699222283630892,5.0,5.8888779583328805
1,11,936.1921453610818,6.258787435866968,0.36990947753408765,5.0,5.8888779583328805
1,12,936.1679933170021,6.2587745366156,0.36989657828271927,5.0,5.8888779583328805
1,13,936.1358248578321,6.258757355398075,0.3698793970651941,5.0,5.8888779583328805
1,14,936.1320393187302,6.258755333497697,0.36987737516481634,5.0,5.8888779583328805
1,15,936.0873696593379,6.258731474296587,0.3698535159637064,5.0,5.8888779583328805
1,16,936.0607400884765,6.258717250223863,0.3698392918909823,5.0,5.8888779583328805
1,17,936.0486093594765,6.258710770512085,0.3698328121792045,5.0,5.8888779583328805
1,18,936.0119877210655,6.258691208304285,0.3698132499714042,5.0,5.8888779583328805
1,19,935.9897837196831,6.258679347203659,0.36980138887077807,5.0,5.8888779583328805
1,20,935.9710710832776,6.258669350928171,0.3697913925952907,5.0,5.8888779583328805
1,21,935.9408615544091,6.25865321260011,0.36977525426722924,5.0,5.8888779583328805
1,22,935.9404280701742,6.258652981023333,0.3697750226904528,5.0,5.8888779583328805
1,23,935.8982058698525,6.258630424484771,0.3697524661518905,5.0,5.8888779583328805
1,24,935.87312532276,6.258617025119861,0.36973906678698043,5.0,5.8888779583328805
1,25,935.8637591759448,6.25861202113298,0.36973406280009957,5.0,5.8888779583328805
1,26,935.8290787267124,6.258593492211709,0.3697155338788285,5.0,5.8888779583328805
1,27,935.8081143128718,6.2585822911018365,0.369704332768956,5.0,5.8888779583328805
1,28,935.7916595608904,6.258573499290568,0.36969554095768764,5.0,5.8888779583328805
1,29,935.7630090984172,6.25855819091462,0.36968023258173943,5.0,5.8888779583328805
1,30,935.7453398791864,6.258548749749561,0.3696707914166808,5.0,5.8888779583328805
1,31,935.72321997256,6.258536930204685,0.36965897187180463,5.0,5.8888779583328805
1,32,935.6993887459149,6.258524195920865,0.3696462375879843,5.0,5.8888779583328805
1,33,935.690786345297,6.258519599123932,0.3696416407910519,5.0,5.8888779583328805
1,34,935.6577375049237,6.258501938682835,0.3696239803499548,5.0,5.8888779583328805
1,35,935.6377534143718,6.258491259401744,0.36961330106886336,5.0,5.8888779583328805
1,36,935.6219359994764,6.258482806585182,0.3696048482523011,5.0,5.8888779583328805
1,37,935.594578520814,6.25846818642848,0.3695902280955998,5.0,5.8888779583328805
1,38,935.5944148582374,6.258468098963998,0.36959014063111706,5.0,5.8888779583328805
1,39,935.5560848892903,6.258447614257419,0.36956965592453805,5.0,5.8888779583328805
1,40,935.5332979501321,6.258435435823097,0.3695574774902166,5.0,5.8888779583328805
1,41,935.5241980723725,6.25843057232864,0.36955261399575967,5.0,5.8888779583328805
1,42,935.4926590648336,6.258413715715392,0.3695357573825113,5.0,5.8888779583328805
1,43,935.4735467830844,6.258403500521932,0.3695255421890513,5.0,5.8888779583328805
1,44,935.457390269791,6.258394864974262,0.3695169066413815,5.0,5.8888779583328805
1,45,935.4312470509519,6.258380891283728,0.3695029329508479,5.0,5.8888779583328805
1,46,935.4297485120218,6.258380090294807,0.3695021319619265,5.0,5.8888779583328805
1,47,935.3931796729537,6.258360543367879,0.36948258503499876,5.0,5.8888779583328805
1,48,935.3713849855101,6.2583488932180655,0.369470934885185,5.0,5.8888779583328805
1,49,935.3612822182603,6.258343492784627,0.3694655344517468,5.0,5.8888779583328805
1,50,935.3311438496947,6.258327381975524,0.3694494236426431,5.0,5.8888779583328805
1,51,935.3128108199604,6.258317581591175,0.3694396232582946,5.0,5.8888779583328805
1,52,935.2958679541074,6.25830852418326,0.36943056585037937,5.0,5.8888779583328805
1,53,935.2708426686293,6.258295145732046,0.36941718739916585,5.0,5.8888779583328805
1,54,935.2678654699828,6.258293554105723,0.36941559577284266,5.0,5.8888779583328805
1,55,935.2328612013381,6.258274840256458,0.3693968819235778,5.0,5.8888779583328805
1,56,935.2119307304818,6.2582636501529345,0.369385691820054,5.0,5.8888779583328805
1,57,935.2006750937711,6.258257632423651,0.3693796740907702,5.0,5.8888779583328805
1,58,935.1717602148801,6.258242173000518,0.36936421466763747,5.0,5.8888779583328805
1,59,935.1541153454867,6.2582327388855195,0.36935478055263893,5.0,5.8888779583328805
1,60,935.1362523496006,6.258223187964339,0.36934522963145877,5.0,5.8888779583328805
1,61,935.112214980597,6.25821033546403,0.3693323771311494,5.0,5.8888779583328805
1,62,935.1076619862689,6.258207900993953,0.36932994266107233,5.0,5.8888779583328805
1,63,935.0740752337109,6.258189941909071,0.3693119835761909,5.0,5.8888779583328805
1,64,935.0539229153067,6.258179166005805,0.3693012076729243,5.0,5.8888779583328805
1,65,935.0413976120234,6.258172468324063,0.36929450999118263,5.0,5.8888779583328805
1,66,935.0136261973637,6.258157617737151,0.36927965940427043,5.0,5.8888779583328805
1,67,934.9966109032371,6.258148518699194,0.36927056036631356,5.0,5.8888779583328805
1,68,934.9777299988145,6.258138421820317,0.3692604634874366,5.0,5.8888779583328805
1,69,934.9546170354041,6.258126061499663,0.36924810316678247,5.0,5.8888779583328805
1,70,934.9483775766046,6.258122724717585,0.36924476638470427,5.0,5.8888779583328805
1,71,934.916172677087,6.258105501598661,0.36922754326578033,5.0,5.8888779583328805
1,72,934.8967722336062,6.258095125992088,0.3692171676592073,5.0,5.8888779583328805
1,73,934.8829732922586,6.25808774600983,0.3692097876769491,5.0,5.8888779583328805
1,74,934.8562815206786,6.258073470344646,0.3691955120117658,5.0,5.8888779583328805
1,75,934.839853735188,6.2580646840048875,0.36918672567200694,5.0,5.8888779583328805
1,76,934.8199526958372,6.2580540398014435,0.36917608146856296,5.0,5.8888779583328805
1,77,934.7977099751168,6.258042142865954,0.36916418453307376,5.0,5.8888779583328805
1,78,934.7898347627354,6.258037930593358,0.36915997226047725,5.0,5.8888779583328805
1,79,934.7589319344196,6.258021401028112,0.3691434426952318,5.0,5.8888779583328805
1,80,934.7402356854179,6.258011400355565,0.36913344202268483,5.0,5.8888779583328805
1,81,934.7251429582841,6.258003327070386,0.3691253687375058,5.0,5.8888779583328805
1,82,934.6994890368829,6.257989604173531,0.3691116458406505,5.0,5.8888779583328805
1,83,934.6986982910709,6.257989181178678,0.3691112228457971,5.0,5.8888779583328805
1,84,934.6627297722042,6.257969940106122,0.36909198177324143,5.0,5.8888779583328805
1,85,934.6413105196762,6.257958481695897,0.36908052336301633,5.0,5.8888779583328805
1,86,934.6317976262231,6.257953392608908,0.3690754342760272,5.0,5.8888779583328805
1,87,934.6021455596143,6.257937529390332,0.36905957105745113,5.0,5.8888779583328805
1,88,934.5841257512699,6.25792788893415,0.36904993060126934,5.0,5.8888779583328805
1,89,934.5677243615914,6.257919114157676,0.3690411558247959,5.0,5.8888779583328805
1,90,934.5430961677874,6.257905937735211,0.3690279794023308,5.0,5.8888779583328805
1,91,934.5404036836459,6.257904497198102,0.36902653886522163,5.0,5.8888779583328805
1,92,934.5059072793433,6.25788604051027,0.36900808217738934,5.0,5.8888779583328805
1,93,934.4852792758323,6.2578750035382065,0.36899704520532595,5.0,5.8888779583328805
1,94,934.4742988829737,6.257869128401587,0.3689911700687061,5.0,5.8888779583328805
1,95,934.4457936922229,6.257853876176055,0.36897591784317463,5.0,5.8888779583328805
1,96,934.4284007969212,6.257844569559615,0.36896661122673446,5.0,5.8888779583328805
1,97,934.4108399234535,6.25783517288542,0.36895721455253927,5.0,5.8888779583328805
1,98,934.3871140072201,6.25782247706874,0.36894451873585954,5.0,5.8888779583328805
1,99,934.3825174989713,6.2578200174246135,0.36894205909173294,5.0,5.8888779583328805
1,100,934.3494262500118,6.257802309561763,0.36892435122888223,5.0,5.8888779583328805
1,101,934.3295634567173,6.257791680238372,0.3689137219054919,5.0,5.8888779583328805
1,102,934.317125709358,6.257785024219644,0.3689070658867637,5.0,5.8888779583328805
1,103,934.289735812569,6.25777036629595,0.3688924079630693,5.0,5.8888779583328805
1,104,934.2729484692572,6.257761382201676,0.36888342386879547,5.0,5.8888779583328805
1,105,934.254233319004,6.257751366211309,0.3688734078784286,5.0,5.8888779583328805
1,106,934.2314120089368,6.257739152411259,0.36886119407837814,5.0,5.8888779583328805
1,107,934.2252052734327,6.257735830559712,0.3688578722268314,5.0,5.8888779583328805
1,108,934.1933722620632,6.257718793150774,0.36884083481789354,5.0,5.8888779583328805
1,109,934.1741864509588,6.257708524394492,0.3688305660616118,5.0,5.8888779583328805
1,110,934.160469928004,6.257701182817378,0.36882322448449756,5.0,5.8888779583328805
